id,task_id,worker_id
9731,6494,179
9732,3957,8
9733,1228,197
9734,158,83
9735,6647,9
9736,7101,121
9737,4820,119
9738,9601,139
9739,53,34
9740,2045,181
9741,4085,20
9742,8177,33
9743,7222,84
9744,2220,30
9745,722,114
9746,9134,43
9747,2568,17
9748,2404,123
9749,1541,71
9750,7938,172
9751,4708,167
9752,2825,48
9753,8709,197
9754,3085,162
9755,5520,10
9756,4734,159
9757,7425,197
9758,8262,114
9759,5442,25
9760,9961,80
9761,1548,1
9762,7484,180
9763,3116,152
9764,4947,37
9765,747,124
9766,9886,46
9767,3665,135
9768,8027,158
9769,1677,184
9770,2772,197
9771,6990,29
9772,495,130
9773,3776,189
9774,5427,119
9775,2565,27
9776,6380,31
9777,8124,30
9778,3999,101
9779,1965,90
9780,8129,180
9781,7963,26
9782,4713,165
9783,3655,82
9784,4265,56
9785,9950,60
9786,571,83
9787,3690,109
9788,1168,12
9789,9292,30
9790,6023,125
9791,9449,85
9792,4612,193
9793,8813,31
9794,9031,173
9795,500,68
9796,6574,76
9797,645,151
9798,9897,188
9799,9180,122
9800,459,124
9801,1944,22
9802,1855,32
9803,1664,52
9804,2150,158
9805,8879,136
9806,2924,70
9807,6347,154
9808,845,67
9809,4219,85
9810,2645,180
9811,2319,67
9812,2496,127
9813,5540,143
9814,6335,43
9815,2128,31
9816,2432,153
9817,9004,88
9818,1486,88
9819,4564,79
9820,1539,36
9821,4149,49
9822,7394,155
9823,9815,66
9824,4386,8
9825,8220,23
9826,4201,172
9827,4788,172
9828,2962,16
9829,9828,52
9830,619,69
9831,97,197
9832,6261,131
9833,1277,52
9834,3166,129
9835,2428,121
9836,9814,176
9837,5544,116
9838,8475,92
9839,5592,190
9840,5173,2
9841,6948,115
9842,9689,34
9843,8024,72
9844,6799,55
9845,9080,60
9846,4750,163
9847,9767,90
9848,2705,171
9849,2853,129
9850,7149,21
9851,9718,186
9852,3542,78
9853,2436,121
9854,7548,31
9855,7996,37
9856,9876,200
9857,8787,35
9858,6919,163
9859,8688,109
9860,6898,198
9861,2273,130
9862,6039,73
9863,2220,79
9864,7252,199
9865,2561,163
9866,2587,21
9867,7554,200
9868,2572,3
9869,5276,97
9870,3174,108
9871,4895,179
9872,5095,64
9873,4727,90
9874,7200,172
9875,5665,72
9876,1464,112
9877,440,19
9878,1714,102
9879,1924,63
9880,5029,196
9881,7993,176
9882,9616,88
9883,4218,14
9884,9843,35
9885,7865,60
9886,5220,48
9887,3234,57
9888,1553,111
9889,1836,186
9890,6518,117
9891,9356,166
9892,9943,74
9893,8716,97
9894,9365,164
9895,5988,88
9896,9368,146
9897,6371,200
9898,5515,34
9899,2548,116
9900,4832,132
9901,5203,116
9902,632,26
9903,3359,8
9904,2300,67
9905,1206,182
9906,8845,79
9907,7153,81
9908,2146,106
9909,990,182
9910,6527,82
9911,6389,164
9912,6024,56
9913,3384,58
9914,801,67
9915,3228,115
9916,8964,74
9917,1930,81
9918,5847,140
9919,4451,199
9920,9042,1
9921,9982,80
9922,5999,42
9923,2106,67
9924,611,2
9925,6745,181
9926,9600,166
9927,9050,162
9928,8785,50
9929,4960,116
9930,4637,118
9931,1597,97
9932,7019,145
9933,635,62
9934,1416,103
9935,146,30
9936,1721,188
9937,1711,99
9938,8846,44
9939,6459,134
9940,9873,16
9941,2088,141
9942,9628,98
9943,1691,194
9944,2322,65
9945,742,187
9946,6354,111
9947,8440,160
9948,6577,136
9949,2721,54
9950,6870,97
9951,6933,143
9952,3774,68
9953,1489,23
9954,458,85
9955,1387,96
9956,1925,163
9957,3850,191
9958,937,181
9959,351,139
9960,8554,197
9961,4465,72
9962,200,30
9963,8968,184
9964,3103,60
9965,1375,177
9966,452,144
9967,7659,85
9968,9919,14
9969,4136,138
9970,2514,190
9971,4154,4
9972,6764,111
9973,4554,157
9974,5240,85
9975,4712,94
9976,2673,151
9977,734,131
9978,596,178
9979,6977,15
9980,2116,78
9981,2632,125
9982,5615,11
9983,6809,148
9984,306,34
9985,6938,124
9986,3468,196
9987,8627,179
9988,3286,105
9989,2618,123
9990,1820,143
9991,9241,28
9992,2017,141
9993,6384,137
9994,3574,22
9995,6798,52
9996,2292,109
9997,5132,128
9998,157,49
9999,1807,33
10000,7501,20
10001,6551,180
10002,6720,93
10003,7814,5
10004,2670,114
10005,7664,165
10006,7581,9
10007,8783,129
10008,7365,56
10009,3950,177
10010,2736,172
10011,5897,34
10012,3442,158
10013,5358,150
10014,1211,50
10015,9046,59
10016,26,189
10017,8537,98
10018,6955,155
10019,2833,61
10020,5280,105
10021,8919,45
10022,8854,45
10023,3462,59
10024,6433,62
10025,1071,43
10026,5188,156
10027,57,7
10028,6642,146
10029,1898,145
10030,1313,96
10031,5700,50
10032,7718,88
10033,6603,189
10034,5361,117
10035,935,84
10036,6316,1
10037,1647,46
10038,2567,196
10039,9236,67
10040,2217,187
10041,677,115
10042,2118,89
10043,9432,82
10044,2,156
10045,6264,108
10046,5567,53
10047,7481,37
10048,9521,60
10049,1406,179
10050,8941,131
10051,4615,198
10052,1600,132
10053,3025,120
10054,6960,85
10055,4476,1
10056,3761,6
10057,946,86
10058,2417,24
10059,5344,63
10060,4593,168
10061,5447,42
10062,5844,119
10063,8611,44
10064,6618,34
10065,5524,26
10066,6744,195
10067,628,100
10068,5724,90
10069,8763,167
10070,6219,130
10071,5921,45
10072,3674,9
10073,1252,89
10074,5618,85
10075,4957,42
10076,3592,77
10077,2186,3
10078,3429,150
10079,3816,102
10080,7565,155
10081,2417,173
10082,7421,43
10083,3568,169
10084,7916,65
10085,5533,86
10086,3390,94
10087,5121,154
10088,2352,199
10089,7080,119
10090,2689,40
10091,5592,64
10092,8720,65
10093,9892,162
10094,2740,130
10095,5809,31
10096,4928,166
10097,3516,111
10098,2273,8
10099,4433,38
10100,3208,82
10101,7111,200
10102,7875,29
10103,7156,148
10104,4592,47
10105,6200,200
10106,3986,177
10107,52,171
10108,6945,34
10109,6007,177
10110,7207,115
10111,927,93
10112,4080,197
10113,196,76
10114,6958,137
10115,4953,124
10116,3110,88
10117,4847,8
10118,6970,49
10119,8714,179
10120,1545,187
10121,9963,139
10122,9308,47
10123,5343,101
10124,5913,142
10125,7478,146
10126,1991,65
10127,8135,22
10128,4443,129
10129,2984,12
10130,1266,119
10131,2475,42
10132,6730,183
10133,530,117
10134,5091,109
10135,2326,26
10136,1628,24
10137,2609,78
10138,1699,174
10139,2808,67
10140,5063,17
10141,9256,188
10142,7237,133
10143,1141,155
10144,4015,23
10145,5486,191
10146,2810,41
10147,5257,99
10148,7833,91
10149,3214,18
10150,9456,129
10151,8940,174
10152,6495,103
10153,5120,98
10154,545,143
10155,6577,26
10156,957,140
10157,7504,142
10158,3676,22
10159,2973,137
10160,3781,148
10161,3460,9
10162,9342,140
10163,2779,176
10164,6389,24
10165,1499,47
10166,782,165
10167,5065,29
10168,9616,24
10169,8350,181
10170,9946,171
10171,752,163
10172,6809,200
10173,2860,147
10174,1764,61
10175,7558,101
10176,8408,102
10177,1048,152
10178,9717,105
10179,4919,90
10180,5970,56
10181,9452,173
10182,7761,187
10183,1256,69
10184,3281,76
10185,3412,155
10186,4036,79
10187,4714,79
10188,3885,129
10189,5712,136
10190,967,151
10191,7036,103
10192,2473,48
10193,4872,137
10194,1445,105
10195,8436,144
10196,8922,199
10197,193,144
10198,1725,167
10199,313,26
10200,9654,27
10201,2512,196
10202,4125,46
10203,2569,89
10204,7421,200
10205,939,67
10206,7816,136
10207,3991,191
10208,8619,73
10209,8289,133
10210,5274,80
10211,4053,127
10212,5535,33
10213,1882,90
10214,3924,27
10215,3537,90
10216,5660,183
10217,5501,56
10218,2112,14
10219,2364,122
10220,638,163
10221,1618,114
10222,4841,139
10223,7191,54
10224,3355,104
10225,3731,2
10226,2359,173
10227,9295,144
10228,9704,109
10229,5895,39
10230,5476,23
10231,2768,166
10232,9203,38
10233,2500,88
10234,7270,105
10235,2600,83
10236,2832,191
10237,6633,96
10238,998,72
10239,8418,40
10240,7676,138
10241,475,51
10242,5963,155
10243,1767,5
10244,5112,188
10245,5560,198
10246,9016,27
10247,5128,129
10248,4908,133
10249,5661,59
10250,2262,137
10251,6620,145
10252,1275,89
10253,3042,182
10254,1673,36
10255,7944,191
10256,9513,147
10257,3036,90
10258,7488,147
10259,4469,59
10260,8799,190
10261,8268,145
10262,3843,95
10263,1448,33
10264,1516,58
10265,4933,3
10266,7969,45
10267,6929,155
10268,5632,146
10269,7010,61
10270,3259,130
10271,1438,28
10272,8744,39
10273,9822,2
10274,9884,114
10275,3270,130
10276,1527,57
10277,8784,117
10278,3643,149
10279,6405,111
10280,8499,25
10281,4358,86
10282,2364,54
10283,4326,185
10284,5254,125
10285,1361,99
10286,9632,110
10287,253,136
10288,7598,114
10289,1822,153
10290,1915,153
10291,8299,192
10292,2388,29
10293,2814,117
10294,490,44
10295,6847,107
10296,1922,134
10297,5854,9
10298,3457,198
10299,8445,79
10300,6673,4
10301,9591,55
10302,6985,165
10303,1232,137
10304,6423,138
10305,1149,119
10306,7118,157
10307,4791,41
10308,1530,54
10309,4123,79
10310,5081,61
10311,9456,74
10312,2910,24
10313,5921,129
10314,726,107
10315,8272,144
10316,8943,114
10317,6388,98
10318,1441,117
10319,6305,149
10320,5411,66
10321,7880,110
10322,6357,64
10323,8331,91
10324,4516,143
10325,2092,178
10326,1135,173
10327,3191,136
10328,1662,100
10329,7613,84
10330,4119,5
10331,7610,8
10332,9291,27
10333,5897,123
10334,5219,38
10335,4112,86
10336,4103,74
10337,8255,167
10338,9626,94
10339,3160,139
10340,4599,141
10341,784,158
10342,719,45
10343,7262,107
10344,5961,155
10345,2480,40
10346,2072,183
10347,8026,45
10348,958,40
10349,4304,53
10350,3710,85
10351,1557,91
10352,3110,153
10353,6035,38
10354,4040,67
10355,1116,10
10356,6538,37
10357,4018,181
10358,6480,131
10359,6383,163
10360,8937,7
10361,9439,20
10362,846,16
10363,3524,187
10364,9631,152
10365,8981,33
10366,9959,98
10367,3412,124
10368,3777,128
10369,2667,165
10370,7673,145
10371,9123,122
10372,4620,95
10373,1016,66
10374,9361,166
10375,7202,81
10376,5004,52
10377,6300,197
10378,7383,170
10379,9034,28
10380,6612,115
10381,206,197
10382,7697,198
10383,6949,89
10384,2078,125
10385,5024,29
10386,7056,20
10387,5355,175
10388,6095,164
10389,6902,183
10390,9641,131
10391,4064,114
10392,2239,122
10393,2844,24
10394,9014,164
10395,8639,127
10396,1148,62
10397,1571,189
10398,5333,44
10399,5891,14
10400,4773,106
10401,7337,79
10402,2961,199
10403,7767,129
10404,8402,189
10405,7439,111
10406,1065,108
10407,5559,200
10408,3169,197
10409,5424,151
10410,7905,117
10411,9834,53
10412,3694,101
10413,972,67
10414,7259,69
10415,3564,94
10416,7912,164
10417,8306,69
10418,2903,19
10419,8350,8
10420,7349,53
10421,8892,71
10422,6948,20
10423,1177,151
10424,7185,61
10425,7948,168
10426,7087,159
10427,5597,122
10428,2225,61
10429,6463,137
10430,5077,180
10431,1391,69
10432,6974,121
10433,7551,127
10434,3468,12
10435,2613,182
10436,1532,171
10437,7419,45
10438,7250,90
10439,9608,184
10440,3624,39
10441,5826,137
10442,9899,183
10443,5800,130
10444,9528,83
10445,1095,94
10446,3996,124
10447,538,135
10448,2821,137
10449,469,20
10450,8037,17
10451,3690,173
10452,8887,134
10453,5324,197
10454,4416,26
10455,368,160
10456,9636,55
10457,1024,25
10458,7817,123
10459,9173,119
10460,8742,186
10461,6574,121
10462,5389,126
10463,8897,163
10464,8146,150
10465,7231,168
10466,7071,39
10467,3656,23
10468,104,33
10469,7123,50
10470,6904,133
10471,3605,181
10472,4962,149
10473,9916,184
10474,5417,129
10475,1893,77
10476,6317,42
10477,716,97
10478,9523,59
10479,3298,159
10480,8641,117
10481,655,55
10482,7481,189
10483,2531,116
10484,9137,59
10485,2570,6
10486,2498,73
10487,478,96
10488,6105,81
10489,7570,49
10490,3839,131
10491,3254,31
10492,330,181
10493,6746,72
10494,7667,65
10495,5809,54
10496,8151,64
10497,412,35
10498,7853,170
10499,22,35
10500,2120,98
10501,988,11
10502,534,68
10503,4384,16
10504,301,130
10505,1294,167
10506,6871,5
10507,2027,47
10508,6198,169
10509,5309,161
10510,7190,188
10511,7986,101
10512,527,115
10513,9476,27
10514,9648,7
10515,5967,98
10516,402,12
10517,4014,94
10518,4774,11
10519,3155,60
10520,2161,64
10521,8876,143
10522,5271,86
10523,783,80
10524,6922,193
10525,7253,179
10526,1650,136
10527,4572,92
10528,7387,180
10529,229,183
10530,1283,71
10531,2247,67
10532,2709,92
10533,7811,121
10534,9788,91
10535,9770,15
10536,7735,26
10537,5147,95
10538,4426,139
10539,7941,187
10540,4739,135
10541,1393,54
10542,5456,155
10543,3807,2
10544,7533,41
10545,5881,127
10546,3879,157
10547,7170,16
10548,7168,126
10549,4617,36
10550,4944,38
10551,524,44
10552,7560,99
10553,8082,93
10554,1854,141
10555,4372,130
10556,3607,126
10557,1240,183
10558,3594,154
10559,9411,134
10560,2971,171
10561,7359,193
10562,7671,88
10563,5563,167
10564,2637,200
10565,7276,97
10566,8678,165
10567,5925,64
10568,1945,10
10569,1849,159
10570,6285,57
10571,3635,127
10572,6004,162
10573,200,124
10574,7454,104
10575,6418,55
10576,6155,53
10577,2716,55
10578,8529,190
10579,9380,77
10580,489,108
10581,7216,11
10582,9391,57
10583,5941,30
10584,4296,40
10585,3255,46
10586,1864,193
10587,8299,143
10588,6897,72
10589,5151,53
10590,2892,166
10591,1023,193
10592,9710,172
10593,4839,3
10594,9295,172
10595,5014,53
10596,5871,149
10597,8535,133
10598,187,42
10599,3980,154
10600,9041,151
10601,7260,180
10602,5232,81
10603,6846,115
10604,1721,156
10605,3786,4
10606,6017,191
10607,2769,15
10608,5087,124
10609,4584,6
10610,5120,48
10611,2684,33
10612,5758,122
10613,2321,45
10614,9251,81
10615,9125,85
10616,9431,104
10617,5195,167
10618,8591,155
10619,9406,15
10620,3614,119
10621,7431,110
10622,8193,29
10623,2374,94
10624,9279,7
10625,385,76
10626,2987,78
10627,5520,164
10628,7443,102
10629,889,143
10630,415,141
10631,9215,180
10632,9123,116
10633,3050,33
10634,3976,13
10635,5384,139
10636,9356,165
10637,7036,183
10638,1256,21
10639,7896,8
10640,2262,46
10641,2668,77
10642,6873,131
10643,8538,163
10644,7135,179
10645,3027,6
10646,641,186
10647,1885,48
10648,4419,101
10649,4007,44
10650,3329,42
10651,5465,97
10652,7219,46
10653,1379,147
10654,5207,20
10655,4671,162
10656,4707,180
10657,4914,90
10658,2376,125
10659,6598,176
10660,4257,32
10661,5547,162
10662,5896,183
10663,8410,42
10664,4234,158
10665,6605,10
10666,6810,135
10667,3616,89
10668,9574,40
10669,1982,130
10670,990,52
10671,523,192
10672,7026,102
10673,9630,185
10674,5484,171
10675,6004,56
10676,280,192
10677,4513,177
10678,2435,172
10679,1079,133
10680,8304,127
10681,3212,76
10682,4,78
10683,8360,134
10684,8073,160
10685,9182,22
10686,5227,7
10687,7669,53
10688,567,195
10689,6782,146
10690,8652,77
10691,3288,52
10692,4264,132
10693,9720,156
10694,5885,80
10695,1087,20
10696,213,43
10697,4749,87
10698,5439,188
10699,3560,183
10700,7066,39
10701,8972,47
10702,3889,108
10703,2297,159
10704,5159,176
10705,5313,58
10706,8725,99
10707,7655,68
10708,7508,10
10709,7170,5
10710,4364,84
10711,6590,97
10712,1792,151
10713,7324,197
10714,6400,177
10715,1020,1
10716,7862,138
10717,4484,3
10718,5723,130
10719,8735,99
10720,5360,199
10721,9809,173
10722,187,185
10723,1493,88
10724,2516,133
10725,6653,97
10726,5885,66
10727,6617,186
10728,8763,130
10729,3981,164
10730,6953,23
10731,1920,6
10732,4427,199
10733,9369,177
10734,1671,92
10735,5101,172
10736,6637,109
10737,7268,14
10738,5711,68
10739,5755,198
10740,8704,181
10741,5067,80
10742,952,24
10743,4853,133
10744,2416,170
10745,9242,41
10746,4371,26
10747,629,67
10748,844,153
10749,3296,12
10750,5563,164
10751,2900,152
10752,8391,135
10753,646,197
10754,7034,40
10755,8506,117
10756,1967,11
10757,9502,189
10758,1092,137
10759,4125,89
10760,6955,181
10761,2772,129
10762,6567,165
10763,4307,67
10764,9603,85
10765,5900,32
10766,689,31
10767,2485,161
10768,1499,21
10769,8012,164
10770,2857,55
10771,6769,180
10772,8367,147
10773,1223,139
10774,222,104
10775,2645,37
10776,732,118
10777,8415,40
10778,9519,103
10779,5494,123
10780,6346,99
10781,9519,79
10782,8458,62
10783,5024,33
10784,5837,89
10785,8534,147
10786,8218,179
10787,3168,186
10788,3304,19
10789,5195,139
10790,6930,181
10791,2841,89
10792,1172,45
10793,42,172
10794,9816,192
10795,2159,148
10796,2368,121
10797,7415,112
10798,4767,178
10799,3845,118
10800,151,67
10801,5585,173
10802,9801,174
10803,1601,193
10804,9073,196
10805,970,159
10806,9285,133
10807,6475,80
10808,5738,117
10809,7013,147
10810,2721,12
10811,6014,187
10812,433,42
10813,8918,40
10814,2728,128
10815,6713,98
10816,9151,157
10817,7134,167
10818,9504,191
10819,6172,143
10820,2354,135
10821,9208,166
10822,7074,137
10823,3523,102
10824,5414,143
10825,1790,10
10826,4068,59
10827,321,176
10828,6173,121
10829,4581,168
10830,5930,11
10831,2752,92
10832,1125,190
10833,8860,75
10834,3337,55
10835,1374,27
10836,2023,119
10837,5071,171
10838,3645,126
10839,1364,158
10840,2965,174
10841,9602,79
10842,2388,189
10843,6817,82
10844,1404,128
10845,2774,28
10846,9275,135
10847,4534,177
10848,5965,157
10849,7868,124
10850,5500,146
10851,1379,166
10852,7879,57
10853,7672,168
10854,2246,95
10855,4257,161
10856,8462,105
10857,5777,73
10858,693,118
10859,1965,165
10860,5687,10
10861,5699,82
10862,5640,26
10863,4232,62
10864,9459,101
10865,1454,60
10866,7203,166
10867,200,9
10868,8214,187
10869,1627,172
10870,7252,126
10871,5070,98
10872,9097,190
10873,7182,130
10874,8653,66
10875,1133,156
10876,7965,155
10877,4084,175
10878,6774,143
10879,3987,27
10880,603,177
10881,2687,17
10882,1307,108
10883,2856,147
10884,6564,97
10885,609,161
10886,6418,41
10887,3120,116
10888,9159,5
10889,8527,88
10890,1993,130
10891,4561,147
10892,949,138
10893,3348,190
10894,5313,184
10895,1288,14
10896,5956,185
10897,4062,136
10898,2414,1
10899,729,14
10900,8977,200
10901,7962,60
10902,4231,98
10903,1972,166
10904,9529,58
10905,4849,69
10906,2053,182
10907,3052,95
10908,8258,3
10909,7697,141
10910,4372,13
10911,9618,70
10912,4229,111
10913,5768,108
10914,7290,130
10915,1417,41
10916,9151,38
10917,7135,148
10918,1978,176
10919,2896,116
10920,88,175
10921,3472,12
10922,3253,166
10923,7350,82
10924,8015,36
10925,3124,148
10926,178,163
10927,9053,129
10928,5644,37
10929,8844,167
10930,5879,70
10931,5830,86
10932,29,86
10933,7455,152
10934,1631,97
10935,8302,110
10936,764,179
10937,6204,168
10938,101,141
10939,171,39
10940,121,83
10941,8262,147
10942,3499,122
10943,5501,42
10944,6448,182
10945,1658,35
10946,411,117
10947,2415,112
10948,9856,67
10949,3766,44
10950,3585,157
10951,6593,111
10952,564,54
10953,428,48
10954,5636,167
10955,7467,24
10956,788,65
10957,3074,145
10958,5188,24
10959,2276,113
10960,8967,87
10961,4351,123
10962,3787,84
10963,313,136
10964,3974,6
10965,4553,116
10966,4371,97
10967,5493,167
10968,3052,101
10969,4176,187
10970,429,195
10971,4772,188
10972,1787,94
10973,1076,184
10974,9070,185
10975,9808,181
10976,7530,36
10977,9467,169
10978,4576,71
10979,9983,172
10980,6091,71
10981,5724,70
10982,4823,157
10983,4511,142
10984,227,129
10985,2177,143
10986,1970,143
10987,8930,11
10988,5131,64
10989,1362,25
10990,1624,166
10991,5758,1
10992,3456,54
10993,1577,179
10994,1623,156
10995,6797,59
10996,7649,157
10997,5496,191
10998,2039,165
10999,4219,172
11000,2244,100
11001,1999,45
11002,3903,35
11003,5243,178
11004,8905,22
11005,2043,182
11006,3358,11
11007,7465,195
11008,6144,43
11009,6527,141
11010,6187,181
11011,5144,195
11012,1186,64
11013,7651,184
11014,5798,7
11015,7278,40
11016,7087,73
11017,9073,154
11018,6811,148
11019,9605,113
11020,3004,190
11021,3830,193
11022,4175,33
11023,5113,163
11024,1305,113
11025,1007,124
11026,8409,68
11027,5018,166
11028,3365,78
11029,8232,25
11030,692,166
11031,4659,81
11032,5027,4
11033,3892,137
11034,5729,131
11035,4830,41
11036,8833,185
11037,7910,135
11038,6736,1
11039,101,178
11040,8017,60
11041,6599,149
11042,3399,62
11043,9698,41
11044,562,110
11045,3142,173
11046,4348,12
11047,314,102
11048,2766,56
11049,8584,58
11050,9090,57
11051,2057,97
11052,4619,8
11053,8916,84
11054,8059,3
11055,6658,105
11056,1328,44
11057,836,145
11058,2747,107
11059,3059,88
11060,153,36
11061,1447,9
11062,9670,30
11063,7389,53
11064,888,182
11065,6246,32
11066,7985,18
11067,7799,96
11068,1668,75
11069,7806,75
11070,5161,158
11071,7693,157
11072,4649,129
11073,6892,186
11074,3824,139
11075,9843,143
11076,7958,173
11077,7461,1
11078,1915,195
11079,1875,90
11080,6920,183
11081,2240,84
11082,2384,47
11083,3943,75
11084,2437,96
11085,5614,155
11086,8736,96
11087,6346,67
11088,9537,143
11089,1825,22
11090,1181,50
11091,7805,140
11092,1837,44
11093,2331,45
11094,2370,185
11095,2111,43
11096,307,63
11097,4357,90
11098,302,189
11099,6760,56
11100,8583,61
11101,4830,33
11102,1617,96
11103,6982,65
11104,5337,20
11105,2919,133
11106,8095,72
11107,8365,111
11108,379,131
11109,5633,134
11110,7176,100
11111,8285,41
11112,3675,116
11113,303,109
11114,5403,119
11115,6826,16
11116,2926,164
11117,9084,15
11118,4976,123
11119,5766,25
11120,8281,81
11121,2217,41
11122,9838,71
11123,7297,98
11124,6403,43
11125,2201,190
11126,7424,164
11127,3095,165
11128,5987,75
11129,263,91
11130,436,75
11131,2797,52
11132,8023,124
11133,1464,91
11134,3429,38
11135,7328,155
11136,4575,6
11137,1982,26
11138,5329,28
11139,872,79
11140,1660,179
11141,7151,136
11142,8605,143
11143,5785,4
11144,4265,67
11145,9337,116
11146,1271,92
11147,9514,22
11148,6306,113
11149,2929,167
11150,7749,125
11151,3155,139
11152,7307,14
11153,5379,173
11154,3477,36
11155,4032,137
11156,3727,128
11157,4179,42
11158,6149,31
11159,8311,61
11160,5436,12
11161,2041,87
11162,4895,62
11163,2718,140
11164,9830,111
11165,6572,197
11166,3082,192
11167,3881,18
11168,2793,91
11169,3867,29
11170,1038,12
11171,8146,149
11172,8476,101
11173,5027,199
11174,1742,57
11175,1074,61
11176,2712,184
11177,7288,112
11178,678,169
11179,2181,144
11180,6373,190
11181,7856,98
11182,7707,27
11183,3561,13
11184,2457,123
11185,6520,62
11186,7656,27
11187,9583,61
11188,2724,159
11189,5842,162
11190,9100,169
11191,1169,140
11192,5063,73
11193,7939,6
11194,7813,47
11195,3706,115
11196,7620,78
11197,9618,103
11198,7559,130
11199,24,200
11200,2033,44
11201,4061,70
11202,255,166
11203,1619,149
11204,6987,88
11205,9017,180
11206,9173,110
11207,3164,51
11208,4087,91
11209,6214,101
11210,7467,86
11211,6484,96
11212,7671,121
11213,4384,139
11214,5187,145
11215,1285,149
11216,4285,28
11217,1072,150
11218,2395,199
11219,3492,140
11220,1777,32
11221,4498,198
11222,2939,4
11223,4688,190
11224,966,121
11225,3904,178
11226,3426,1
11227,3506,113
11228,98,136
11229,2204,3
11230,2155,100
11231,8171,88
11232,7330,88
11233,1854,82
11234,558,127
11235,6145,76
11236,6078,194
11237,6484,200
11238,113,52
11239,9286,46
11240,2806,187
11241,8970,43
11242,2122,52
11243,7305,133
11244,1354,99
11245,7216,52
11246,2169,58
11247,3959,152
11248,1143,5
11249,3224,154
11250,3143,150
11251,5971,94
11252,1245,147
11253,7318,15
11254,7410,12
11255,1879,132
11256,9687,106
11257,5409,68
11258,56,35
11259,852,6
11260,1360,177
11261,3681,18
11262,3681,165
11263,6458,17
11264,588,23
11265,6816,31
11266,4104,112
11267,990,183
11268,7245,135
11269,5534,181
11270,5287,9
11271,7509,33
11272,3963,60
11273,4024,127
11274,8868,103
11275,2630,79
11276,3332,124
11277,5136,146
11278,7204,107
11279,1661,97
11280,8773,44
11281,6718,68
11282,5334,75
11283,1045,1
11284,3583,86
11285,7653,25
11286,6281,105
11287,6426,164
11288,2306,82
11289,6241,94
11290,9402,88
11291,1999,17
11292,215,97
11293,2635,10
11294,8919,133
11295,2340,138
11296,1303,19
11297,7273,92
11298,6415,23
11299,7420,185
11300,133,94
11301,2995,164
11302,1490,2
11303,3348,165
11304,7980,23
11305,827,65
11306,7082,19
11307,5329,130
11308,3331,164
11309,4872,27
11310,5746,163
11311,3465,125
11312,3374,11
11313,765,120
11314,7993,163
11315,5688,167
11316,9934,137
11317,8850,81
11318,9823,139
11319,1206,164
11320,6367,154
11321,9901,194
11322,9,157
11323,8748,133
11324,6921,164
11325,7817,183
11326,8067,106
11327,6583,140
11328,5158,102
11329,7207,97
11330,8084,154
11331,5040,176
11332,4954,154
11333,6305,24
11334,9824,53
11335,7417,135
11336,4975,103
11337,6949,196
11338,4769,190
11339,7034,35
11340,6429,136
11341,9124,153
11342,6490,116
11343,1661,102
11344,4287,152
11345,5907,79
11346,3869,112
11347,7118,7
11348,4563,122
11349,6924,114
11350,4229,35
11351,9618,112
11352,9642,41
11353,6335,130
11354,5264,114
11355,5237,67
11356,3798,22
11357,7063,29
11358,7032,5
11359,8988,26
11360,8411,12
11361,59,187
11362,5817,146
11363,8072,89
11364,3889,90
11365,670,82
11366,7303,33
11367,8612,22
11368,1373,182
11369,4102,174
11370,8828,174
11371,3875,88
11372,1779,150
11373,9103,94
11374,1298,140
11375,7919,17
11376,5032,140
11377,2226,107
11378,1179,164
11379,1101,190
11380,5102,42
11381,6143,77
11382,6319,197
11383,7219,116
11384,7047,108
11385,8456,31
11386,6077,15
11387,800,107
11388,9621,88
11389,463,148
11390,8352,73
11391,1468,79
11392,8970,97
11393,3686,97
11394,4299,6
11395,2180,130
11396,3342,54
11397,9541,160
11398,1343,30
11399,1879,174
11400,6373,116
11401,5340,51
11402,3562,125
11403,932,100
11404,3151,44
11405,540,123
11406,4954,97
11407,655,118
11408,5657,190
11409,6154,21
11410,2184,79
11411,9210,85
11412,4304,186
11413,4287,18
11414,2064,54
11415,8295,147
11416,6726,134
11417,8379,138
11418,8977,196
11419,975,128
11420,1504,18
11421,3752,3
11422,8331,151
11423,6529,67
11424,8456,131
11425,8585,12
11426,1348,126
11427,7348,90
11428,5865,2
11429,9488,92
11430,8371,13
11431,6253,18
11432,2834,153
11433,3710,198
11434,3299,97
11435,6446,101
11436,2366,163
11437,2285,149
11438,8410,68
11439,2355,106
11440,943,181
11441,4694,40
11442,159,176
11443,8515,105
11444,2267,198
11445,7177,163
11446,8457,54
11447,1923,64
11448,4439,97
11449,9038,97
11450,7416,80
11451,4877,31
11452,2646,31
11453,5476,69
11454,4977,111
11455,3324,146
11456,5878,104
11457,1148,48
11458,2021,79
11459,17,171
11460,8934,53
11461,3065,148
11462,189,7
11463,9485,31
11464,9970,81
11465,2796,28
11466,6374,61
11467,5205,186
11468,535,134
11469,1033,23
11470,9404,171
11471,967,6
11472,9874,59
11473,3128,79
11474,466,22
11475,1291,92
11476,1565,15
11477,2329,38
11478,3701,120
11479,52,191
11480,4126,67
11481,4525,115
11482,7731,54
11483,7449,200
11484,8343,47
11485,7677,191
11486,7335,17
11487,6894,101
11488,2322,109
11489,7716,73
11490,4674,61
11491,9863,92
11492,6821,46
11493,2962,174
11494,7961,85
11495,5933,56
11496,1425,52
11497,1977,77
11498,3331,158
11499,799,33
11500,2711,8
