id,name,description,price,begin_dttm,end_dttm,location,user_id,category_id,status_id,type_of_payment_id
6246,Task #6246,Task #6246 description,77180,2017-08-10 12:50:47,2017-11-09 20:42:56,\N,9,8,3,4
6247,Task #6247,Task #6247 description,51466,2018-05-17 16:22:45,2018-08-14 13:35:34,\N,119,20,4,1
6248,Task #6248,Task #6248 description,75447,2017-11-30 22:57:22,2017-12-30 22:45:24,\N,59,4,2,1
6249,Task #6249,Task #6249 description,70389,2018-02-14 05:47:52,2018-03-12 12:42:27,\N,175,2,1,4
6250,Task #6250,Task #6250 description,69426,2018-02-12 00:59:23,2018-03-16 04:09:32,\N,60,12,4,2
6251,Task #6251,Task #6251 description,3614,2018-09-06 12:15:26,2018-09-16 16:17:58,\N,8,4,1,4
6252,Task #6252,Task #6252 description,44659,2017-12-19 18:15:27,2018-03-09 08:07:16,\N,130,10,2,2
6253,Task #6253,Task #6253 description,68714,2018-04-27 00:03:37,2018-06-30 20:19:46,\N,54,8,3,5
6254,Task #6254,Task #6254 description,48820,2018-01-24 20:08:22,2018-05-10 19:41:02,\N,91,6,3,4
6255,Task #6255,Task #6255 description,31208,2018-02-20 02:36:14,2018-04-27 01:42:56,\N,61,11,5,4
6256,Task #6256,Task #6256 description,69232,2017-09-06 19:38:49,2018-05-04 19:15:40,\N,192,9,2,5
6257,Task #6257,Task #6257 description,52815,2018-01-14 10:59:33,2018-06-15 13:51:49,\N,61,11,3,4
6258,Task #6258,Task #6258 description,54368,2018-06-17 19:28:15,2018-08-30 17:37:11,\N,103,18,2,4
6259,Task #6259,Task #6259 description,43334,2017-12-27 13:37:29,2018-06-20 02:15:17,\N,190,15,4,5
6260,Task #6260,Task #6260 description,86578,2018-01-02 18:44:27,2018-03-23 18:57:48,\N,136,20,1,3
6261,Task #6261,Task #6261 description,36569,2018-05-12 12:46:00,2018-08-11 23:39:43,\N,49,2,1,5
6262,Task #6262,Task #6262 description,14351,2018-06-06 20:40:46,2018-08-05 13:43:51,\N,90,16,2,3
6263,Task #6263,Task #6263 description,35229,2018-07-21 15:13:53,2018-09-11 18:59:05,\N,61,6,5,1
6264,Task #6264,Task #6264 description,29130,2017-10-21 19:33:20,2018-01-17 18:22:49,\N,74,5,1,2
6265,Task #6265,Task #6265 description,55812,2017-12-12 16:57:04,2018-09-14 11:39:22,\N,178,15,3,1
6266,Task #6266,Task #6266 description,33022,2018-05-02 03:07:11,2018-05-10 02:46:28,\N,149,14,1,1
6267,Task #6267,Task #6267 description,79106,2017-10-22 17:56:31,2018-02-03 12:37:16,\N,54,19,3,1
6268,Task #6268,Task #6268 description,39877,2017-12-07 13:27:00,2018-01-19 15:33:06,\N,11,6,2,5
6269,Task #6269,Task #6269 description,43742,2018-06-26 08:26:06,2018-07-12 00:11:52,\N,121,17,4,4
6270,Task #6270,Task #6270 description,50675,2018-01-06 11:09:14,2018-01-22 12:26:02,\N,158,13,3,3
6271,Task #6271,Task #6271 description,98450,2017-10-24 21:47:28,2018-02-26 18:25:30,\N,145,2,4,3
6272,Task #6272,Task #6272 description,50302,2017-07-08 22:05:36,2017-12-26 19:45:36,\N,79,1,4,1
6273,Task #6273,Task #6273 description,6148,2018-03-15 22:16:23,2018-05-16 20:18:21,\N,134,3,1,5
6274,Task #6274,Task #6274 description,56113,2018-01-05 03:45:29,2018-04-08 18:45:59,\N,145,10,1,2
6275,Task #6275,Task #6275 description,71904,2018-09-30 15:46:57,2018-09-30 17:29:56,\N,126,19,5,1
6276,Task #6276,Task #6276 description,30062,2017-08-14 03:45:35,2018-07-16 01:08:13,\N,119,14,3,2
6277,Task #6277,Task #6277 description,41365,2018-08-06 14:11:30,2018-08-20 18:11:28,\N,74,15,4,3
6278,Task #6278,Task #6278 description,81869,2018-09-06 14:24:33,2018-09-14 20:26:44,\N,166,12,2,5
6279,Task #6279,Task #6279 description,43493,2018-01-02 00:07:27,2018-03-03 08:23:16,\N,165,13,4,1
6280,Task #6280,Task #6280 description,10408,2017-08-15 13:24:52,2017-11-14 16:37:01,\N,29,9,4,1
6281,Task #6281,Task #6281 description,51178,2018-08-02 10:51:16,2018-08-30 05:24:32,\N,117,2,5,5
6282,Task #6282,Task #6282 description,31081,2018-05-30 12:33:25,2018-07-08 02:25:39,\N,6,12,4,1
6283,Task #6283,Task #6283 description,9818,2018-04-05 11:26:23,2018-06-24 04:20:58,\N,43,15,5,1
6284,Task #6284,Task #6284 description,41173,2018-01-05 19:34:16,2018-08-11 10:37:17,\N,5,13,4,4
6285,Task #6285,Task #6285 description,52264,2018-06-25 20:59:55,2018-08-04 02:57:26,\N,61,11,1,1
6286,Task #6286,Task #6286 description,27627,2018-01-01 10:57:35,2018-02-10 20:47:28,\N,151,12,1,4
6287,Task #6287,Task #6287 description,34932,2018-01-03 19:22:48,2018-01-28 07:43:42,\N,23,2,5,1
6288,Task #6288,Task #6288 description,92351,2017-07-25 04:21:54,2018-04-22 10:03:25,\N,105,5,5,2
6289,Task #6289,Task #6289 description,44810,2017-12-10 05:43:59,2018-09-19 10:09:25,\N,16,6,2,2
6290,Task #6290,Task #6290 description,47002,2017-08-19 03:45:49,2018-06-11 13:17:28,\N,143,15,3,4
6291,Task #6291,Task #6291 description,64053,2018-02-12 08:11:14,2018-04-29 07:16:46,\N,40,20,3,1
6292,Task #6292,Task #6292 description,4672,2018-09-11 12:59:48,2018-09-21 01:08:26,\N,139,1,5,5
6293,Task #6293,Task #6293 description,61028,2017-08-29 12:26:20,2017-09-21 02:27:36,\N,46,18,3,4
6294,Task #6294,Task #6294 description,71574,2017-07-06 11:50:19,2018-02-15 01:02:06,\N,193,9,3,5
6295,Task #6295,Task #6295 description,50925,2018-05-23 11:37:01,2018-08-30 13:26:59,\N,188,15,2,1
6296,Task #6296,Task #6296 description,22793,2017-08-01 05:20:32,2017-08-15 21:51:28,\N,105,19,2,1
6297,Task #6297,Task #6297 description,9126,2018-01-14 17:11:46,2018-09-12 13:01:56,\N,96,14,3,2
6298,Task #6298,Task #6298 description,66406,2017-09-03 05:16:29,2017-12-19 18:08:20,\N,143,12,2,1
6299,Task #6299,Task #6299 description,24473,2017-11-29 02:17:27,2018-04-13 06:34:12,\N,192,19,1,3
6300,Task #6300,Task #6300 description,80827,2018-01-17 23:32:08,2018-03-08 16:59:01,\N,24,2,3,1
6301,Task #6301,Task #6301 description,99826,2018-05-11 00:06:40,2018-06-14 14:54:47,\N,6,9,5,4
6302,Task #6302,Task #6302 description,88873,2018-05-26 17:13:18,2018-06-16 01:09:19,\N,56,3,2,4
6303,Task #6303,Task #6303 description,28808,2017-08-19 18:37:59,2018-07-19 00:45:55,\N,124,13,4,4
6304,Task #6304,Task #6304 description,18408,2017-07-30 16:08:11,2018-01-04 01:51:15,\N,182,20,2,4
6305,Task #6305,Task #6305 description,80312,2017-09-19 18:57:50,2018-01-28 09:56:31,\N,97,1,1,4
6306,Task #6306,Task #6306 description,28009,2017-09-25 08:30:02,2018-05-21 21:52:01,\N,2,8,4,5
6307,Task #6307,Task #6307 description,66667,2018-07-27 18:05:16,2018-08-03 02:06:57,\N,41,18,4,5
6308,Task #6308,Task #6308 description,56314,2017-07-31 17:12:52,2017-09-27 12:55:59,\N,84,3,4,1
6309,Task #6309,Task #6309 description,75092,2017-08-04 05:41:13,2017-10-08 00:49:32,\N,113,1,5,5
6310,Task #6310,Task #6310 description,18841,2017-12-05 19:25:42,2017-12-11 07:01:42,\N,13,1,1,4
6311,Task #6311,Task #6311 description,25949,2017-11-16 10:25:50,2018-07-01 04:56:13,\N,45,3,1,3
6312,Task #6312,Task #6312 description,13710,2018-01-26 13:27:43,2018-04-02 06:01:51,\N,134,7,3,5
6313,Task #6313,Task #6313 description,6896,2017-08-29 15:34:51,2018-02-22 22:28:29,\N,141,13,1,2
6314,Task #6314,Task #6314 description,45605,2018-08-21 03:47:30,2018-08-23 06:45:48,\N,164,10,4,4
6315,Task #6315,Task #6315 description,73857,2017-08-07 11:32:35,2017-11-03 17:24:58,\N,143,9,2,3
6316,Task #6316,Task #6316 description,72022,2017-07-05 14:23:06,2017-12-12 16:33:33,\N,123,14,1,1
6317,Task #6317,Task #6317 description,68094,2018-09-24 23:25:30,2018-09-29 09:28:34,\N,12,4,3,1
6318,Task #6318,Task #6318 description,59218,2018-03-25 20:31:05,2018-05-02 06:26:22,\N,115,11,1,3
6319,Task #6319,Task #6319 description,23082,2018-09-18 21:50:34,2018-09-20 14:49:01,\N,49,5,3,5
6320,Task #6320,Task #6320 description,2536,2017-07-02 07:29:55,2017-07-22 17:28:59,\N,150,2,2,5
6321,Task #6321,Task #6321 description,41170,2018-07-16 09:38:09,2018-08-25 15:22:39,\N,155,14,1,1
6322,Task #6322,Task #6322 description,61623,2017-08-08 02:50:59,2017-12-25 18:37:20,\N,102,19,3,5
6323,Task #6323,Task #6323 description,13206,2017-06-18 22:46:48,2018-05-12 13:21:42,\N,180,14,2,2
6324,Task #6324,Task #6324 description,92865,2018-07-22 16:48:48,2018-08-19 04:45:11,\N,35,7,1,1
6325,Task #6325,Task #6325 description,82808,2017-06-23 04:08:03,2018-02-22 18:11:29,\N,141,5,3,3
6326,Task #6326,Task #6326 description,57607,2018-07-04 19:22:29,2018-08-15 20:37:58,\N,140,5,3,1
6327,Task #6327,Task #6327 description,27671,2018-09-18 05:16:16,2018-09-23 10:53:35,\N,186,5,5,1
6328,Task #6328,Task #6328 description,81587,2017-12-20 19:16:36,2018-07-22 05:29:16,\N,36,8,3,1
6329,Task #6329,Task #6329 description,13161,2017-10-22 13:45:43,2018-02-02 17:52:48,\N,175,20,5,2
6330,Task #6330,Task #6330 description,62983,2018-08-22 16:32:50,2018-09-06 16:30:39,\N,94,15,4,5
6331,Task #6331,Task #6331 description,28981,2017-07-27 09:44:54,2018-06-06 09:22:32,\N,38,15,4,5
6332,Task #6332,Task #6332 description,23929,2017-07-01 12:47:44,2017-12-17 16:11:20,\N,37,8,5,4
6333,Task #6333,Task #6333 description,47365,2018-01-17 03:53:08,2018-03-28 08:13:35,\N,50,16,1,3
6334,Task #6334,Task #6334 description,48652,2017-10-18 19:35:08,2018-05-18 22:13:15,\N,105,5,2,3
6335,Task #6335,Task #6335 description,85829,2017-09-08 14:09:08,2018-06-21 05:36:10,\N,19,19,1,3
6336,Task #6336,Task #6336 description,66134,2017-10-19 13:55:25,2018-01-07 04:54:20,\N,44,18,4,4
6337,Task #6337,Task #6337 description,7823,2017-06-02 02:30:00,2017-06-09 02:53:20,\N,6,1,4,3
6338,Task #6338,Task #6338 description,36726,2018-01-08 09:17:01,2018-05-14 04:29:06,\N,199,4,5,1
6339,Task #6339,Task #6339 description,44269,2018-04-23 20:10:20,2018-07-19 05:34:21,\N,111,6,3,2
6340,Task #6340,Task #6340 description,19569,2018-04-21 17:51:10,2018-09-28 21:41:33,\N,96,5,5,1
6341,Task #6341,Task #6341 description,55145,2017-06-26 06:57:31,2017-07-07 14:01:14,\N,30,5,3,1
6342,Task #6342,Task #6342 description,99765,2017-09-25 11:04:53,2018-09-21 08:21:41,\N,113,17,3,2
6343,Task #6343,Task #6343 description,38641,2018-04-13 19:16:50,2018-05-03 19:47:36,\N,84,16,3,2
6344,Task #6344,Task #6344 description,28125,2018-02-11 20:13:04,2018-07-10 19:46:23,\N,95,17,3,3
6345,Task #6345,Task #6345 description,4458,2017-09-02 20:15:54,2018-07-01 09:09:13,\N,18,11,5,4
6346,Task #6346,Task #6346 description,75907,2018-04-11 06:05:04,2018-06-12 13:05:07,\N,41,9,5,4
6347,Task #6347,Task #6347 description,91026,2018-02-05 18:34:46,2018-08-26 19:19:17,\N,89,4,4,4
6348,Task #6348,Task #6348 description,44149,2018-07-27 22:20:40,2018-08-27 10:38:16,\N,129,7,2,2
6349,Task #6349,Task #6349 description,24320,2018-06-20 02:39:36,2018-08-18 15:11:56,\N,161,1,5,5
6350,Task #6350,Task #6350 description,43435,2017-08-12 21:53:12,2018-02-13 22:24:31,\N,152,5,3,5
6351,Task #6351,Task #6351 description,50926,2017-08-30 12:03:54,2017-11-24 19:53:34,\N,28,20,4,4
6352,Task #6352,Task #6352 description,85819,2018-06-07 19:03:55,2018-08-21 08:52:31,\N,103,16,5,2
6353,Task #6353,Task #6353 description,9194,2018-04-24 04:06:35,2018-07-11 20:58:24,\N,95,18,3,3
6354,Task #6354,Task #6354 description,62049,2017-06-22 18:18:33,2017-10-10 21:43:46,\N,70,4,5,4
6355,Task #6355,Task #6355 description,51209,2017-07-20 06:53:18,2017-10-07 14:09:20,\N,58,1,1,1
6356,Task #6356,Task #6356 description,11782,2018-09-11 13:43:59,2018-09-23 16:35:51,\N,27,5,3,1
6357,Task #6357,Task #6357 description,91517,2018-06-08 15:22:16,2018-08-28 12:37:58,\N,73,1,1,5
6358,Task #6358,Task #6358 description,51293,2018-02-06 11:03:36,2018-06-26 04:21:14,\N,35,7,5,2
6359,Task #6359,Task #6359 description,10910,2017-11-28 10:39:11,2018-01-03 02:28:33,\N,17,1,1,2
6360,Task #6360,Task #6360 description,20335,2017-12-30 20:34:05,2018-01-02 14:16:27,\N,14,4,4,1
6361,Task #6361,Task #6361 description,47910,2018-05-23 06:10:32,2018-09-11 16:47:13,\N,15,1,5,3
6362,Task #6362,Task #6362 description,80572,2018-04-22 23:04:11,2018-08-15 03:39:50,\N,7,8,5,2
6363,Task #6363,Task #6363 description,76676,2018-08-31 01:41:05,2018-09-23 10:58:57,\N,169,12,4,1
6364,Task #6364,Task #6364 description,86734,2017-10-02 05:59:34,2017-10-25 01:33:53,\N,23,18,2,3
6365,Task #6365,Task #6365 description,57234,2017-10-12 02:21:05,2018-08-25 19:00:34,\N,120,9,2,3
6366,Task #6366,Task #6366 description,32837,2018-07-06 20:05:17,2018-08-09 10:29:32,\N,140,4,4,4
6367,Task #6367,Task #6367 description,44154,2018-05-05 20:48:27,2018-09-16 16:09:29,\N,193,8,3,4
6368,Task #6368,Task #6368 description,11046,2018-03-25 19:08:00,2018-06-01 18:11:21,\N,118,2,5,5
6369,Task #6369,Task #6369 description,7041,2017-09-29 20:30:00,2018-07-24 16:55:19,\N,79,18,4,4
6370,Task #6370,Task #6370 description,61354,2017-06-26 05:46:58,2018-09-16 00:05:45,\N,109,2,5,3
6371,Task #6371,Task #6371 description,41596,2018-06-03 16:22:25,2018-07-20 23:34:29,\N,168,12,1,5
6372,Task #6372,Task #6372 description,96774,2018-03-12 12:11:24,2018-09-30 18:29:58,\N,146,10,3,1
6373,Task #6373,Task #6373 description,71117,2017-09-15 21:44:55,2018-04-18 21:50:01,\N,95,11,1,1
6374,Task #6374,Task #6374 description,37606,2018-03-05 13:57:43,2018-07-01 21:55:09,\N,14,11,2,1
6375,Task #6375,Task #6375 description,77229,2017-08-12 05:42:26,2018-03-22 19:25:30,\N,45,13,2,1
6376,Task #6376,Task #6376 description,98436,2017-08-24 14:59:20,2018-02-11 22:55:35,\N,32,3,2,2
6377,Task #6377,Task #6377 description,50889,2017-07-16 11:15:51,2018-03-05 08:09:11,\N,198,11,4,3
6378,Task #6378,Task #6378 description,39511,2018-06-26 17:48:01,2018-09-26 06:38:59,\N,80,11,4,4
6379,Task #6379,Task #6379 description,96482,2017-08-27 21:40:25,2017-12-25 15:50:12,\N,92,16,3,4
6380,Task #6380,Task #6380 description,926,2018-03-14 14:02:35,2018-05-27 04:28:07,\N,66,8,3,5
6381,Task #6381,Task #6381 description,63356,2018-02-12 21:48:34,2018-03-12 00:55:49,\N,162,6,2,4
6382,Task #6382,Task #6382 description,98467,2017-06-15 09:11:26,2017-07-26 23:57:40,\N,55,12,4,2
6383,Task #6383,Task #6383 description,86495,2017-08-03 00:53:57,2018-03-03 07:05:56,\N,170,16,4,3
6384,Task #6384,Task #6384 description,99824,2017-12-22 09:34:45,2017-12-28 09:20:54,\N,105,13,4,5
6385,Task #6385,Task #6385 description,38595,2018-03-08 05:28:30,2018-05-23 10:38:26,\N,143,15,2,3
6386,Task #6386,Task #6386 description,23700,2017-12-14 21:52:39,2018-01-14 03:38:08,\N,46,10,3,4
6387,Task #6387,Task #6387 description,27187,2018-09-23 03:26:06,2018-09-27 22:41:31,\N,18,12,4,5
6388,Task #6388,Task #6388 description,12510,2017-06-05 16:00:04,2018-02-26 19:01:50,\N,1,12,1,5
6389,Task #6389,Task #6389 description,92152,2018-05-12 07:06:15,2018-07-23 02:19:47,\N,150,12,5,1
6390,Task #6390,Task #6390 description,57395,2018-01-29 19:41:58,2018-03-11 10:32:53,\N,103,8,4,1
6391,Task #6391,Task #6391 description,49458,2017-11-01 02:44:56,2017-11-28 21:01:17,\N,98,8,5,5
6392,Task #6392,Task #6392 description,27086,2018-08-15 19:59:26,2018-09-14 12:51:17,\N,192,13,5,1
6393,Task #6393,Task #6393 description,73918,2018-04-16 02:02:05,2018-07-31 13:30:34,\N,117,6,4,2
6394,Task #6394,Task #6394 description,72198,2018-04-26 20:52:19,2018-05-16 15:10:56,\N,114,13,1,1
6395,Task #6395,Task #6395 description,88916,2018-04-29 01:57:47,2018-07-28 01:23:29,\N,79,13,4,5
6396,Task #6396,Task #6396 description,78580,2018-03-18 15:33:27,2018-05-22 17:13:12,\N,92,2,5,2
6397,Task #6397,Task #6397 description,79656,2017-09-06 05:10:40,2018-02-10 09:15:11,\N,67,16,5,1
6398,Task #6398,Task #6398 description,31097,2017-08-25 01:28:22,2018-01-16 06:01:23,\N,28,12,1,3
6399,Task #6399,Task #6399 description,98459,2017-11-05 10:37:41,2018-08-29 12:09:47,\N,150,19,3,3
6400,Task #6400,Task #6400 description,45716,2017-07-29 10:00:58,2018-04-22 17:04:54,\N,132,1,1,5
6401,Task #6401,Task #6401 description,91083,2017-12-31 07:09:43,2018-09-23 03:16:25,\N,144,5,3,2
6402,Task #6402,Task #6402 description,47494,2017-07-11 02:57:57,2017-09-26 17:07:21,\N,64,6,4,3
6403,Task #6403,Task #6403 description,2005,2017-11-18 12:16:01,2018-01-21 04:09:24,\N,38,3,3,3
6404,Task #6404,Task #6404 description,23900,2017-08-15 06:56:34,2018-04-01 01:33:55,\N,71,11,5,5
6405,Task #6405,Task #6405 description,99142,2018-03-13 11:25:41,2018-08-11 15:29:44,\N,105,9,2,5
6406,Task #6406,Task #6406 description,27870,2018-06-30 21:56:20,2018-09-13 08:58:36,\N,26,1,1,3
6407,Task #6407,Task #6407 description,53039,2017-12-05 19:24:41,2017-12-09 05:09:28,\N,31,20,3,2
6408,Task #6408,Task #6408 description,23962,2018-04-28 22:43:29,2018-06-10 15:13:07,\N,58,9,1,2
6409,Task #6409,Task #6409 description,3857,2018-06-21 10:07:08,2018-08-13 15:26:10,\N,190,10,4,4
6410,Task #6410,Task #6410 description,63712,2018-08-21 08:36:05,2018-09-02 23:30:34,\N,17,14,3,3
6411,Task #6411,Task #6411 description,28568,2018-06-14 09:19:58,2018-09-12 18:45:47,\N,27,19,2,3
6412,Task #6412,Task #6412 description,17328,2017-09-27 13:31:18,2018-06-08 07:51:14,\N,9,9,4,1
6413,Task #6413,Task #6413 description,77777,2018-06-18 11:19:58,2018-07-04 14:37:29,\N,9,7,4,2
6414,Task #6414,Task #6414 description,44246,2018-08-11 07:18:33,2018-09-18 14:49:43,\N,52,17,3,1
6415,Task #6415,Task #6415 description,4076,2018-05-15 21:43:09,2018-05-22 01:04:23,\N,71,10,3,2
6416,Task #6416,Task #6416 description,50181,2017-07-23 01:32:41,2017-12-07 20:02:11,\N,99,18,2,2
6417,Task #6417,Task #6417 description,49699,2018-05-21 22:14:02,2018-07-19 16:43:01,\N,10,5,4,4
6418,Task #6418,Task #6418 description,23601,2018-02-06 00:24:46,2018-05-17 15:34:23,\N,116,15,3,2
6419,Task #6419,Task #6419 description,84790,2017-10-16 10:42:41,2018-01-29 00:51:42,\N,162,10,1,3
6420,Task #6420,Task #6420 description,37799,2017-11-12 11:37:02,2018-01-12 13:40:08,\N,180,9,4,3
6421,Task #6421,Task #6421 description,50288,2017-10-11 02:57:16,2017-10-22 13:48:13,\N,151,16,4,5
6422,Task #6422,Task #6422 description,20850,2018-01-17 03:28:08,2018-07-22 10:01:31,\N,77,18,2,2
6423,Task #6423,Task #6423 description,10,2018-04-02 23:15:06,2018-09-08 20:26:16,\N,126,12,1,3
6424,Task #6424,Task #6424 description,44603,2017-06-11 08:02:45,2018-08-10 04:34:24,\N,185,17,3,1
6425,Task #6425,Task #6425 description,48996,2018-01-31 17:26:05,2018-02-01 18:05:08,\N,102,2,2,2
6426,Task #6426,Task #6426 description,66755,2017-06-05 09:03:43,2018-03-19 08:26:20,\N,22,13,2,5
6427,Task #6427,Task #6427 description,98462,2017-09-17 17:31:33,2018-07-31 12:59:27,\N,31,19,3,5
6428,Task #6428,Task #6428 description,78020,2017-10-07 22:08:26,2018-03-08 08:46:34,\N,159,8,5,1
6429,Task #6429,Task #6429 description,57436,2017-07-15 06:26:32,2018-01-06 10:46:46,\N,3,20,1,3
6430,Task #6430,Task #6430 description,4634,2017-12-14 17:18:26,2018-07-28 02:07:21,\N,50,1,2,4
6431,Task #6431,Task #6431 description,63111,2017-09-02 01:09:21,2018-08-26 21:29:40,\N,178,16,5,4
6432,Task #6432,Task #6432 description,62917,2017-10-30 07:03:05,2018-06-04 12:56:38,\N,178,17,1,2
6433,Task #6433,Task #6433 description,43152,2017-12-06 14:45:17,2017-12-11 12:00:55,\N,69,8,4,2
6434,Task #6434,Task #6434 description,43098,2018-06-16 19:27:08,2018-07-23 09:53:56,\N,9,10,3,1
6435,Task #6435,Task #6435 description,82037,2018-05-24 17:13:08,2018-07-29 19:26:58,\N,160,16,5,4
6436,Task #6436,Task #6436 description,79432,2018-08-15 05:30:30,2018-09-02 19:38:36,\N,24,20,3,3
6437,Task #6437,Task #6437 description,18683,2017-08-16 09:31:04,2017-12-02 12:57:45,\N,188,11,3,1
6438,Task #6438,Task #6438 description,30864,2018-05-26 16:14:47,2018-09-23 10:58:08,\N,79,10,3,1
6439,Task #6439,Task #6439 description,94277,2018-02-21 21:54:29,2018-05-21 06:06:37,\N,144,7,5,2
6440,Task #6440,Task #6440 description,81469,2017-07-29 01:25:40,2017-11-04 00:07:50,\N,40,9,5,2
6441,Task #6441,Task #6441 description,2299,2017-12-14 13:54:57,2018-05-19 04:18:44,\N,109,7,1,5
6442,Task #6442,Task #6442 description,76476,2017-10-15 09:45:21,2017-10-29 21:13:47,\N,34,12,5,2
6443,Task #6443,Task #6443 description,75496,2018-02-04 23:12:24,2018-03-11 18:36:25,\N,14,19,2,3
6444,Task #6444,Task #6444 description,97816,2018-08-25 21:21:30,2018-09-08 12:57:30,\N,66,6,1,2
6445,Task #6445,Task #6445 description,3140,2017-07-10 05:36:40,2018-05-24 01:24:06,\N,63,7,5,1
6446,Task #6446,Task #6446 description,51873,2018-02-18 23:05:47,2018-06-19 22:57:40,\N,23,2,1,1
6447,Task #6447,Task #6447 description,46433,2018-03-24 16:27:07,2018-09-19 20:47:52,\N,15,9,2,2
6448,Task #6448,Task #6448 description,72350,2018-04-07 11:57:59,2018-04-22 07:41:44,\N,49,16,2,4
6449,Task #6449,Task #6449 description,80435,2017-12-13 03:32:23,2018-03-31 14:56:48,\N,137,8,3,3
6450,Task #6450,Task #6450 description,17200,2018-03-07 04:47:29,2018-08-18 18:53:41,\N,53,14,2,5
6451,Task #6451,Task #6451 description,46407,2018-01-15 04:28:52,2018-05-12 08:15:08,\N,189,11,5,5
6452,Task #6452,Task #6452 description,30364,2018-05-27 04:27:03,2018-07-02 05:40:45,\N,142,9,5,3
6453,Task #6453,Task #6453 description,26112,2018-05-22 17:36:23,2018-08-01 23:48:38,\N,200,2,1,5
6454,Task #6454,Task #6454 description,57690,2017-07-29 17:58:58,2017-12-28 07:42:29,\N,81,17,4,4
6455,Task #6455,Task #6455 description,47490,2017-10-27 05:14:46,2017-12-09 03:49:26,\N,195,19,3,4
6456,Task #6456,Task #6456 description,44668,2017-09-20 22:03:34,2018-06-15 17:34:11,\N,46,20,2,3
6457,Task #6457,Task #6457 description,78123,2018-08-10 06:21:28,2018-09-12 03:44:51,\N,111,4,5,2
6458,Task #6458,Task #6458 description,53470,2018-05-12 16:53:37,2018-07-25 06:30:30,\N,90,20,2,5
6459,Task #6459,Task #6459 description,56913,2018-07-30 11:04:22,2018-09-28 15:28:12,\N,81,2,5,5
6460,Task #6460,Task #6460 description,82147,2017-08-05 07:16:16,2018-01-19 16:39:44,\N,84,18,1,1
6461,Task #6461,Task #6461 description,54193,2018-06-27 02:34:53,2018-08-14 01:54:39,\N,123,3,5,1
6462,Task #6462,Task #6462 description,26743,2017-08-22 20:59:05,2017-12-23 03:10:05,\N,79,18,2,1
6463,Task #6463,Task #6463 description,68132,2018-07-21 13:00:18,2018-08-08 01:48:11,\N,139,12,2,4
6464,Task #6464,Task #6464 description,6715,2017-06-04 10:51:03,2017-08-13 00:27:48,\N,93,4,3,4
6465,Task #6465,Task #6465 description,42596,2018-04-30 08:18:17,2018-08-15 21:36:39,\N,14,2,1,4
6466,Task #6466,Task #6466 description,8414,2017-10-26 14:58:08,2018-07-24 04:39:24,\N,185,3,5,2
6467,Task #6467,Task #6467 description,47134,2017-07-19 06:05:56,2018-06-07 08:45:37,\N,61,12,5,5
6468,Task #6468,Task #6468 description,93569,2018-06-18 01:01:26,2018-08-10 13:53:46,\N,38,4,3,4
6469,Task #6469,Task #6469 description,54633,2018-02-18 10:18:12,2018-03-04 23:10:19,\N,36,1,3,3
6470,Task #6470,Task #6470 description,69165,2018-07-12 22:14:28,2018-08-02 15:28:19,\N,178,7,5,2
6471,Task #6471,Task #6471 description,95936,2018-06-19 15:59:52,2018-08-18 18:25:24,\N,45,8,5,3
6472,Task #6472,Task #6472 description,62329,2017-12-01 01:39:30,2018-06-09 01:12:07,\N,45,17,3,1
6473,Task #6473,Task #6473 description,95118,2017-10-19 18:09:00,2018-06-04 19:15:27,\N,159,6,3,2
6474,Task #6474,Task #6474 description,90079,2018-07-12 23:38:04,2018-09-23 18:06:19,\N,90,7,4,2
6475,Task #6475,Task #6475 description,20646,2018-03-28 03:39:29,2018-04-10 05:51:52,\N,149,8,4,2
6476,Task #6476,Task #6476 description,68392,2017-12-22 06:15:31,2018-09-05 16:23:19,\N,15,5,2,5
6477,Task #6477,Task #6477 description,94120,2018-09-15 09:54:35,2018-09-27 08:34:06,\N,125,8,2,3
6478,Task #6478,Task #6478 description,86199,2017-11-26 11:06:02,2018-04-04 02:25:49,\N,159,14,5,5
6479,Task #6479,Task #6479 description,19584,2018-07-23 05:41:31,2018-09-11 21:10:42,\N,120,14,5,1
6480,Task #6480,Task #6480 description,39911,2017-12-04 04:32:17,2017-12-13 17:42:32,\N,7,4,5,4
6481,Task #6481,Task #6481 description,19839,2017-06-08 15:08:28,2018-09-23 22:36:02,\N,139,3,4,2
6482,Task #6482,Task #6482 description,16644,2017-07-08 18:44:48,2018-02-01 07:15:54,\N,61,6,2,5
6483,Task #6483,Task #6483 description,17185,2018-01-05 10:50:04,2018-04-19 01:23:11,\N,60,16,4,2
6484,Task #6484,Task #6484 description,65781,2018-09-07 21:00:57,2018-09-13 23:19:23,\N,121,7,5,2
6485,Task #6485,Task #6485 description,60205,2017-11-24 02:24:43,2018-02-21 05:03:03,\N,10,10,1,3
6486,Task #6486,Task #6486 description,40667,2018-06-30 16:16:09,2018-08-17 16:00:11,\N,9,8,1,2
6487,Task #6487,Task #6487 description,34225,2018-09-15 18:31:20,2018-09-20 07:06:30,\N,104,10,3,4
6488,Task #6488,Task #6488 description,23514,2018-04-02 17:32:34,2018-04-03 09:16:34,\N,129,7,4,2
6489,Task #6489,Task #6489 description,53316,2018-03-20 07:06:55,2018-06-26 18:18:53,\N,47,6,3,5
