id,seller_id,buyer_id,dttm,sum,task_id
3390,179,77,2018-08-25 22:57:51,98649,8244
3391,10,139,2018-09-21 19:09:55,11403,6590
3392,144,39,2017-12-15 04:20:03,84021,6270
3393,142,33,2018-04-15 13:20:44,54631,7987
3394,99,38,2018-03-01 19:45:24,18895,4473
3395,169,9,2017-10-13 02:12:35,74514,4943
3396,165,98,2017-08-30 18:18:07,18270,343
3397,55,18,2018-09-22 23:04:57,86173,5487
3398,157,153,2017-12-07 15:31:20,99788,4777
3399,83,103,2018-06-15 01:46:36,34704,5731
3400,115,55,2018-08-20 10:55:31,22324,7634
3401,173,10,2017-08-31 03:20:36,66040,2302
3402,15,21,2018-06-09 16:59:03,2286,459
3403,88,159,2017-08-15 20:25:03,97626,7631
3404,76,84,2017-08-18 08:14:04,67200,7106
3405,121,40,2018-08-16 08:46:33,88916,808
3406,77,31,2017-11-06 01:50:33,22357,3812
3407,186,142,2018-05-23 22:53:18,21499,8302
3408,179,88,2018-02-17 12:41:52,77794,5685
3409,10,40,2017-10-10 18:01:18,41359,6131
3410,145,197,2017-12-19 17:54:36,13297,7613
3411,44,195,2017-10-07 01:04:39,62799,7287
3412,44,196,2018-05-10 07:30:01,29057,556
3413,197,109,2018-01-01 17:22:24,58178,4918
3414,168,135,2017-08-26 04:03:08,41751,3018
3415,196,132,2017-11-20 14:38:08,24072,5089
3416,67,75,2018-03-25 13:34:02,42786,5863
3417,22,37,2017-11-28 14:39:47,44146,6897
3418,124,91,2018-04-19 19:12:00,44136,5511
3419,23,125,2018-02-06 21:27:52,49378,4743
3420,4,119,2017-12-21 03:21:33,73246,2463
3421,81,131,2018-08-15 23:36:31,45568,9521
3422,12,18,2018-04-06 03:26:18,34179,2254
3423,182,68,2018-01-23 06:31:18,67629,2608
3424,94,152,2018-08-24 14:00:41,95166,4490
3425,41,105,2018-08-10 00:59:30,72581,1654
3426,79,75,2018-04-24 17:03:24,28278,9561
3427,81,16,2018-02-13 17:41:20,80995,7213
3428,81,129,2018-01-16 23:51:00,58388,497
3429,64,169,2017-09-01 07:35:59,68224,3369
3430,23,81,2018-04-16 00:40:49,93973,7578
3431,152,79,2018-04-01 01:23:29,38232,1274
3432,71,116,2018-04-15 12:39:01,23730,9026
3433,73,1,2018-05-13 15:22:57,74088,8004
3434,134,130,2018-07-13 06:19:28,28984,2956
3435,4,159,2018-02-15 11:37:38,91849,5953
3436,194,3,2018-01-01 10:43:09,75540,978
3437,102,147,2017-12-21 05:36:36,10506,8113
3438,105,146,2018-07-31 23:36:01,68201,124
3439,69,135,2018-05-30 15:31:24,36271,4982
3440,152,79,2018-01-14 08:29:27,44270,9987
3441,26,178,2017-07-25 07:53:03,35,6993
3442,178,125,2017-08-21 14:50:31,62326,6363
3443,179,19,2017-12-03 14:51:37,34945,8455
3444,184,151,2017-11-18 02:19:16,30845,8351
3445,193,51,2017-06-28 12:42:24,10550,2337
3446,141,115,2018-06-08 22:34:50,97870,8812
3447,157,156,2017-12-04 17:12:08,71188,7732
3448,21,170,2017-12-04 08:16:39,31754,1255
3449,44,96,2018-07-25 02:11:10,72903,8992
3450,95,169,2018-01-15 21:15:16,81148,3923
3451,190,67,2017-08-15 01:41:54,12953,2366
3452,10,65,2018-09-23 19:25:33,12444,6097
3453,4,29,2017-08-18 17:09:40,39778,5894
3454,178,129,2017-06-17 09:39:23,61991,2039
3455,129,4,2017-11-13 19:04:27,46244,7129
3456,15,104,2017-08-14 05:42:03,67679,7976
3457,61,102,2017-10-02 03:32:25,42472,4849
3458,174,93,2017-07-06 15:44:55,42062,398
3459,162,147,2017-07-14 12:26:03,49161,7986
3460,120,1,2018-07-18 07:49:01,48106,6391
3461,93,94,2018-05-05 21:15:09,76143,7034
3462,79,105,2018-08-01 07:08:25,4065,7171
3463,3,39,2017-10-05 09:39:47,34052,3778
3464,194,7,2018-07-05 00:14:22,3190,4753
3465,14,102,2017-07-20 23:52:05,53449,6467
3466,199,14,2017-08-07 02:17:34,96126,361
3467,72,136,2018-08-17 21:48:42,60397,7142
3468,71,89,2017-06-28 01:34:17,16450,8099
3469,182,40,2017-12-01 18:52:42,9637,2862
3470,71,159,2017-06-20 02:18:26,19753,7340
3471,14,152,2018-07-03 20:33:31,23659,6756
3472,35,179,2018-06-15 19:46:09,96462,4629
3473,150,191,2018-08-16 15:05:55,94808,7280
3474,129,28,2018-03-29 13:47:41,79962,4945
3475,150,76,2018-02-16 18:11:46,18487,2839
3476,37,142,2018-07-29 22:07:10,66149,3228
3477,106,183,2018-03-12 04:07:09,92804,2703
3478,7,185,2017-06-27 05:39:34,58400,426
3479,173,183,2018-07-27 06:17:41,11274,1782
3480,20,35,2017-06-24 21:52:38,11353,6131
3481,117,58,2018-05-24 06:09:21,93717,9384
3482,52,4,2017-12-13 16:52:32,79466,4838
3483,27,194,2018-03-22 12:22:15,72745,2220
3484,100,142,2018-08-04 19:07:41,6230,4221
3485,2,63,2017-09-01 23:13:16,89396,6417
3486,41,92,2017-08-12 00:35:27,43494,2086
3487,78,9,2018-05-16 05:36:05,6087,7997
3488,54,121,2017-11-25 08:59:41,82250,6466
3489,45,55,2018-05-09 10:15:20,29073,7008
3490,110,166,2017-11-18 03:36:59,9230,142
3491,12,85,2017-07-28 02:58:46,33914,3758
3492,115,10,2018-07-09 17:56:47,79773,2126
3493,165,175,2018-07-22 03:56:07,52764,4917
3494,11,166,2018-05-28 02:15:11,77996,5057
3495,112,67,2018-03-29 16:40:17,78712,5594
3496,142,98,2017-08-26 02:57:01,84881,2972
3497,127,49,2018-07-21 12:05:32,54027,8242
3498,87,35,2018-05-03 07:28:45,99022,2118
3499,24,128,2018-03-19 15:53:13,83807,3159
3500,133,31,2018-08-15 04:10:49,75632,9634
3501,137,132,2018-06-24 02:19:38,49903,7341
3502,147,187,2017-07-28 23:27:00,69575,7766
3503,53,53,2017-10-06 17:05:02,97873,5362
3504,18,181,2017-11-01 13:03:48,4161,4158
3505,123,38,2018-03-04 14:38:15,52813,2699
3506,121,64,2018-07-07 09:53:52,61493,4252
3507,97,182,2018-07-15 11:52:20,51983,320
3508,102,158,2018-09-29 12:48:59,42425,1929
3509,61,165,2018-03-30 12:10:52,39345,5789
3510,41,181,2018-07-28 23:18:56,44292,8687
3511,166,117,2017-12-25 21:26:00,55067,8869
3512,193,96,2017-10-16 10:05:37,99560,67
3513,126,116,2018-01-24 02:20:01,2054,5094
3514,103,121,2018-02-07 20:42:22,7981,3168
3515,94,130,2018-03-16 03:17:03,87770,2342
3516,194,78,2018-09-08 22:20:46,37005,3579
3517,158,16,2017-09-20 06:25:08,64846,6366
3518,143,68,2018-08-01 11:10:51,58648,4575
3519,33,65,2017-07-13 00:46:27,40292,1860
3520,118,89,2017-07-26 20:47:39,95710,2998
3521,161,64,2018-04-10 17:49:58,38552,8808
3522,177,18,2017-08-20 14:21:12,10700,2984
3523,66,186,2018-01-15 06:27:45,51556,4337
3524,156,104,2017-06-04 17:14:52,1484,8762
3525,54,176,2018-03-17 10:20:38,77549,7045
3526,24,84,2018-05-04 23:47:48,12065,6421
3527,130,148,2017-12-03 09:56:59,17491,3360
3528,126,144,2017-11-07 06:11:21,98843,7398
3529,138,139,2017-06-28 16:57:43,73593,2014
3530,141,51,2018-01-02 21:46:29,44369,344
3531,120,35,2017-11-05 03:56:18,86172,4673
3532,1,90,2017-10-04 00:48:50,99760,9085
3533,184,58,2018-04-19 12:45:03,22109,3720
3534,155,153,2017-12-10 19:51:39,45525,857
3535,193,52,2018-03-23 01:58:12,87273,419
3536,65,70,2017-08-30 02:05:23,35550,4241
3537,71,23,2017-06-20 06:36:44,73188,6353
3538,34,73,2018-09-22 16:05:26,78962,3473
3539,49,162,2018-08-18 07:57:45,63545,908
3540,182,53,2018-02-16 09:46:06,49796,564
3541,131,171,2018-05-02 12:46:52,85305,5647
3542,78,17,2018-02-28 05:05:02,59568,6428
3543,102,195,2018-05-12 04:34:13,50959,8187
3544,117,71,2017-08-05 16:01:45,78172,8469
3545,181,104,2018-08-09 07:49:04,8397,1190
3546,26,26,2017-11-22 23:08:17,27023,8052
3547,40,14,2018-06-01 16:58:01,4537,8497
3548,50,59,2018-01-11 16:57:24,63564,2506
3549,92,48,2018-01-05 16:56:07,80772,5400
3550,64,60,2017-11-30 04:17:54,94545,9194
3551,138,30,2018-02-28 16:28:32,18367,7462
3552,196,49,2018-03-19 21:39:05,91646,2010
3553,14,77,2018-04-03 14:23:43,15480,9736
3554,12,137,2017-12-08 09:59:29,33930,7462
3555,53,13,2018-02-04 23:42:06,16563,92
3556,199,181,2017-11-14 06:11:20,65935,3681
3557,150,171,2018-03-03 09:13:26,1686,7150
3558,138,110,2018-08-11 15:19:57,94662,6825
3559,33,167,2017-12-16 10:54:45,88252,7254
3560,141,123,2017-10-19 04:36:13,2281,9949
3561,65,185,2018-03-11 21:48:31,20142,6673
3562,75,13,2017-06-20 18:59:10,65779,3361
3563,188,5,2018-08-20 12:57:33,86435,3684
3564,115,159,2018-03-24 08:32:19,2297,4433
3565,141,54,2018-06-25 19:31:22,80565,4481
3566,171,16,2018-03-13 00:24:04,93951,7703
3567,100,181,2018-02-04 21:46:09,82665,8745
3568,171,17,2017-08-13 14:17:07,95534,6619
3569,69,108,2017-07-16 08:29:22,1726,8236
3570,137,180,2018-09-12 20:39:50,9771,7203
3571,187,108,2017-10-19 21:10:02,9190,6240
3572,7,148,2017-07-13 00:48:23,11041,9281
3573,48,103,2018-08-03 07:42:00,76102,282
3574,110,162,2017-12-02 22:48:07,17177,4016
3575,129,142,2018-04-23 06:15:14,57772,107
3576,66,13,2017-06-27 22:05:52,21070,4699
3577,62,115,2017-11-15 22:52:29,72451,9576
3578,176,77,2018-01-12 19:05:26,37527,5236
3579,72,150,2017-10-16 14:56:09,11083,896
3580,167,140,2018-01-06 22:58:12,90151,4522
3581,11,118,2018-09-17 12:49:57,81746,8883
3582,63,142,2018-08-05 09:05:55,4566,3964
3583,18,12,2018-06-30 10:20:44,43135,1719
3584,30,164,2018-06-30 21:45:48,69316,8352
3585,34,8,2018-07-14 23:19:56,78862,1012
3586,29,172,2018-02-15 14:22:19,8518,9431
3587,77,124,2018-09-21 18:14:13,68448,2769
3588,77,78,2017-07-15 06:48:42,11929,5149
3589,56,156,2018-03-25 07:01:41,47216,2021
3590,111,90,2018-09-08 17:58:08,22021,8099
3591,32,164,2017-10-03 04:08:56,96201,6895
3592,108,12,2017-07-30 06:34:33,409,2881
3593,34,42,2017-10-21 11:03:57,18654,4179
3594,111,182,2018-08-02 06:34:31,29518,7248
3595,108,19,2017-09-12 19:58:31,90505,7187
3596,79,47,2017-09-07 04:04:53,44488,7271
3597,65,167,2018-07-06 01:05:12,56013,6674
3598,107,128,2018-02-16 14:31:18,59618,2294
3599,132,160,2017-09-11 11:33:40,7644,3828
3600,140,135,2018-04-04 14:51:54,87719,3098
3601,101,198,2018-03-07 18:15:26,11076,6409
3602,137,78,2017-08-20 02:01:59,56193,6263
3603,138,50,2018-04-02 04:20:28,7045,1139
3604,2,99,2018-06-29 02:08:56,65239,3505
3605,182,99,2018-03-06 00:45:45,93745,2444
3606,13,197,2017-09-18 06:33:15,86291,1915
3607,47,153,2018-02-21 16:47:41,43660,923
3608,67,113,2018-02-10 12:26:38,48278,4534
3609,151,78,2017-11-15 15:44:49,67439,6893
3610,181,46,2017-08-01 08:39:26,86639,1071
3611,63,56,2018-06-13 15:11:06,48490,5195
3612,63,183,2017-07-01 03:37:15,10967,3592
3613,100,52,2017-12-14 19:33:46,43521,6292
3614,63,190,2017-07-07 07:39:03,77176,2387
3615,45,132,2017-06-26 18:34:41,64081,6016
3616,41,116,2018-05-04 13:56:55,82845,7224
3617,154,91,2018-08-02 02:35:51,47579,808
3618,77,103,2018-01-14 10:13:28,42189,525
3619,197,78,2018-06-05 21:39:49,7881,4769
3620,97,74,2017-06-20 01:57:59,86341,7783
3621,66,181,2017-07-21 09:33:35,42278,7012
3622,181,159,2018-09-27 18:02:18,18681,2737
3623,116,108,2018-03-16 04:21:35,76813,2144
3624,182,88,2017-11-12 14:23:46,52245,2035
3625,192,31,2018-06-22 11:27:02,18702,1803
3626,184,112,2018-06-18 20:30:55,6732,396
3627,109,155,2017-11-28 13:09:28,92743,5454
3628,186,10,2018-02-07 20:27:32,800,7194
3629,153,101,2017-07-01 19:12:16,62681,831
3630,13,44,2017-06-25 18:56:26,64423,6543
3631,142,35,2017-10-06 15:23:19,90169,5100
3632,118,32,2018-01-14 15:09:02,30337,9221
3633,5,87,2018-02-10 21:00:39,15975,8442
3634,176,114,2018-06-04 07:12:57,75829,5653
3635,22,129,2018-04-13 12:37:27,89334,2776
3636,105,72,2018-08-20 20:00:51,11332,5596
3637,90,121,2018-07-25 04:10:32,9140,4669
3638,24,32,2017-09-07 04:04:44,27138,5571
3639,67,123,2018-06-10 12:55:03,29499,9809
3640,154,70,2017-07-18 09:59:46,22257,38
3641,29,79,2018-05-04 18:11:19,28160,8650
3642,38,118,2018-04-06 04:11:28,96246,6789
3643,83,162,2018-08-05 18:13:40,35313,337
3644,156,188,2018-03-23 22:00:47,65432,5653
3645,128,132,2017-09-16 22:31:49,25516,1272
3646,136,133,2018-07-23 09:53:39,64688,9046
3647,164,17,2018-08-03 16:36:32,69473,1108
3648,177,165,2017-09-01 19:50:59,80620,4423
3649,75,18,2017-11-20 03:15:46,92522,1170
3650,194,77,2018-05-10 01:06:39,1627,1089
3651,155,62,2018-08-14 03:54:00,94168,545
3652,143,10,2017-11-03 14:32:53,49254,1807
3653,145,136,2017-08-10 06:56:15,85605,4130
3654,181,44,2017-11-07 13:45:08,27671,3647
3655,114,172,2017-08-17 07:03:26,54838,730
3656,89,48,2017-06-29 19:02:08,86735,3391
3657,66,22,2017-09-28 01:42:47,75205,4767
3658,54,146,2017-11-27 11:39:23,69648,1128
3659,168,74,2017-11-05 10:40:29,59930,3675
3660,43,159,2018-02-22 00:20:35,65150,5146
3661,82,116,2017-10-15 05:44:06,46710,1270
3662,123,131,2018-04-27 10:25:28,2620,5661
3663,166,63,2017-12-30 12:21:52,9395,2709
3664,21,34,2018-09-14 02:00:37,44121,9271
3665,73,97,2017-11-17 22:54:08,71939,1422
3666,135,159,2018-07-10 18:31:13,80268,4607
3667,2,114,2018-04-15 19:50:25,48118,6194
3668,155,40,2018-07-13 14:01:36,98991,2329
3669,52,159,2018-03-17 01:35:46,93207,8824
3670,78,158,2017-09-06 16:59:38,41319,7983
3671,76,125,2018-01-09 22:53:20,78619,2765
3672,78,71,2018-08-05 20:29:42,963,5259
3673,14,10,2017-08-29 03:22:05,99298,8905
3674,75,155,2018-06-07 22:15:41,51706,7181
3675,61,23,2018-03-30 07:08:28,56096,7462
3676,41,126,2018-02-05 07:11:20,87677,264
3677,54,162,2018-05-23 06:35:14,26537,2272
3678,52,112,2018-04-09 21:12:54,85512,1251
3679,196,74,2017-09-08 20:43:07,96815,6657
3680,70,68,2018-05-19 00:27:25,8855,6081
3681,185,3,2017-06-10 18:33:51,96114,6411
3682,91,118,2017-08-25 21:18:59,43226,1754
3683,126,54,2017-08-05 21:48:49,35690,9544
3684,86,66,2018-02-17 22:10:13,87384,3196
3685,75,169,2017-08-15 10:20:47,98138,9236
3686,189,138,2017-06-04 11:32:40,17963,5509
3687,171,58,2017-08-15 14:11:28,10676,1227
3688,158,45,2018-09-04 20:57:32,38050,1130
3689,49,198,2017-09-01 15:30:54,54089,5853
3690,71,100,2017-06-30 00:44:50,38488,6071
3691,193,25,2018-07-27 19:02:14,25430,4168
3692,24,158,2017-06-17 06:54:43,82795,7530
3693,140,107,2017-06-29 22:16:10,17855,6338
3694,66,93,2018-06-16 23:33:37,73174,6765
3695,81,58,2017-09-14 12:08:33,85126,7063
3696,130,27,2018-06-16 16:33:31,23397,7831
3697,193,135,2017-08-19 11:00:21,71658,2720
3698,35,161,2018-08-22 08:31:24,24231,8716
3699,169,123,2018-06-13 01:44:04,18658,4634
3700,187,66,2018-04-10 23:04:35,70187,1844
3701,140,3,2018-04-05 05:04:50,15762,3605
3702,142,95,2018-08-22 13:58:49,81427,5837
3703,149,100,2017-09-26 16:33:03,11718,6606
3704,41,120,2018-08-12 22:35:21,11923,6180
3705,192,18,2017-08-16 01:48:05,55584,4422
3706,52,104,2018-03-09 02:55:14,28447,5278
3707,160,105,2017-09-25 15:35:10,22663,5745
3708,174,76,2018-05-26 10:59:50,66826,6709
3709,65,144,2017-09-10 12:22:08,96874,158
3710,133,37,2017-09-14 10:52:44,88350,868
3711,70,167,2017-11-22 19:58:03,70250,8458
3712,192,20,2018-03-23 02:41:40,52259,8965
3713,109,120,2018-01-14 20:43:21,88543,2420
3714,139,41,2017-06-09 20:57:17,2244,8171
3715,134,14,2017-09-28 11:36:22,12281,6762
3716,112,129,2018-04-08 11:53:50,82589,2676
3717,181,49,2018-05-16 22:36:55,5525,9883
3718,123,30,2018-05-04 14:34:54,7476,5564
3719,161,13,2018-02-24 21:43:52,84201,9168
3720,17,72,2017-09-28 07:36:03,7090,169
3721,196,46,2018-09-22 14:45:33,29512,7225
3722,165,112,2018-05-31 17:55:38,71766,5109
3723,68,21,2018-06-28 21:10:51,47278,942
3724,23,100,2018-01-23 23:28:45,3889,8476
3725,167,56,2018-08-12 06:22:37,50630,8156
3726,127,68,2018-09-12 04:08:34,32480,1444
3727,112,73,2018-05-22 18:43:32,75009,7510
3728,178,191,2018-05-13 06:16:54,41655,4406
3729,2,58,2017-11-17 04:23:51,20729,1628
3730,131,26,2018-01-24 04:18:54,14120,7501
3731,112,163,2018-02-22 18:50:38,20519,7209
3732,55,83,2017-07-21 10:16:34,4034,8953
3733,78,189,2018-03-05 07:16:15,1760,94
3734,120,81,2017-11-14 17:27:10,68067,1425
3735,170,101,2017-08-15 12:30:32,93549,6319
3736,165,42,2017-11-08 09:49:35,72089,6208
3737,90,85,2017-10-02 04:24:54,98789,4778
3738,65,83,2018-08-15 10:36:41,32685,1718
3739,75,121,2017-12-19 13:52:00,48088,7362
3740,150,181,2017-11-08 03:39:30,59411,4306
3741,5,107,2017-10-30 14:54:57,82397,9140
3742,134,192,2018-08-01 22:21:11,25749,7645
3743,187,10,2017-07-17 14:10:09,74460,8016
3744,72,121,2017-12-11 09:37:28,59769,3817
3745,17,36,2017-09-04 15:20:45,90759,65
3746,83,113,2018-05-01 14:50:08,6053,9165
3747,60,167,2017-10-16 17:17:19,87267,3489
3748,192,173,2018-08-11 19:25:40,93449,2234
3749,43,73,2017-06-16 15:08:03,57424,9094
3750,146,74,2018-08-26 01:21:12,6990,44
3751,143,181,2018-06-21 03:31:16,60407,142
3752,57,111,2017-09-02 07:57:38,43988,6688
3753,175,3,2018-04-19 23:18:37,10023,614
3754,181,65,2018-01-28 05:14:08,45305,1399
3755,103,128,2018-08-01 02:26:46,18177,9361
3756,83,137,2018-06-10 17:17:57,31621,84
3757,122,192,2018-07-12 22:38:06,52240,6721
3758,124,62,2017-07-03 19:39:34,84841,1903
3759,107,90,2018-02-13 14:06:40,32199,4783
3760,24,68,2018-08-19 13:34:01,91218,9907
3761,123,118,2017-12-30 03:58:43,69849,5357
3762,59,17,2018-09-21 00:19:50,72749,4055
3763,157,183,2018-06-15 04:55:09,52371,7451
3764,105,3,2018-04-04 04:57:07,76007,6557
3765,143,112,2018-05-15 06:45:35,55139,3767
3766,112,159,2017-12-16 09:51:57,68044,3959
3767,165,9,2018-04-30 17:08:09,59718,5965
3768,5,123,2018-05-21 11:34:04,84270,7203
3769,119,138,2017-07-14 21:10:44,72996,5884
3770,93,79,2018-07-08 01:11:00,21613,7383
3771,97,116,2018-03-21 23:59:20,6973,8705
3772,91,70,2018-08-27 21:13:08,75429,4742
3773,35,13,2017-10-05 04:06:57,61048,4512
3774,38,94,2017-12-13 06:48:07,1229,3165
3775,163,106,2018-07-12 21:36:55,90273,8876
3776,195,80,2017-11-30 15:06:37,84653,7592
3777,29,76,2017-09-09 18:59:07,78130,3374
3778,163,30,2017-09-06 06:18:04,80517,2239
3779,123,57,2018-03-21 23:54:26,91730,2111
3780,196,85,2017-06-12 07:03:59,88816,8946
3781,87,65,2018-07-11 19:35:08,87443,7297
3782,62,154,2018-08-04 22:39:14,94113,3741
3783,4,47,2017-11-10 18:53:43,79924,8488
3784,154,50,2018-01-07 12:01:23,57650,8859
3785,159,139,2018-09-09 05:07:07,8206,8448
3786,85,59,2017-10-19 17:28:12,2620,8544
3787,83,184,2017-06-29 17:48:41,70415,8708
3788,159,163,2018-01-31 16:48:07,5723,8563
3789,100,150,2018-07-23 20:18:43,88161,5652
3790,43,25,2017-10-17 19:56:39,71001,9612
3791,121,95,2018-06-09 03:32:09,96814,8133
3792,68,104,2017-10-04 10:38:26,7751,4955
3793,63,45,2018-02-15 21:47:03,78619,5997
3794,82,126,2018-07-30 11:11:52,32657,4120
3795,96,89,2018-08-31 17:08:58,96134,1915
3796,166,197,2017-10-04 02:21:27,99666,3535
3797,190,70,2017-06-19 13:54:06,39344,5487
3798,98,134,2018-05-08 17:21:22,26749,2592
3799,75,156,2018-02-26 22:31:57,78605,5205
3800,100,15,2018-05-07 19:41:11,60375,4722
3801,31,73,2018-05-27 12:37:13,6632,8400
3802,55,27,2018-08-09 03:45:55,94937,9496
3803,175,120,2017-10-04 09:13:10,99315,1233
3804,188,147,2018-04-24 19:42:21,71049,1907
3805,33,106,2017-08-30 06:57:36,65079,8316
3806,171,139,2018-06-29 09:28:00,41940,2323
3807,95,108,2018-02-26 02:00:57,32132,9533
3808,133,197,2018-07-04 04:57:02,4314,1748
3809,83,22,2018-09-23 18:24:16,19134,746
3810,146,114,2018-09-15 14:27:12,91058,916
3811,188,139,2017-06-09 20:32:19,48513,8850
3812,129,69,2018-06-06 00:59:42,39002,8546
3813,178,33,2018-04-07 09:28:21,85820,2182
3814,193,17,2018-01-07 19:48:22,50188,9993
3815,103,27,2018-05-15 19:40:40,546,7756
3816,150,163,2018-02-13 18:55:57,73569,9295
3817,20,119,2018-02-06 00:33:25,70425,3865
3818,196,96,2018-02-09 01:42:45,39718,3418
3819,66,145,2018-05-14 19:37:21,87849,575
3820,174,120,2017-12-16 00:51:32,66116,606
3821,191,28,2017-07-31 15:27:01,85709,7032
3822,85,1,2018-07-26 15:23:25,47443,9412
3823,46,56,2018-01-05 19:56:15,22766,7724
3824,186,49,2018-06-05 13:53:46,64544,3897
3825,180,88,2017-08-28 21:36:10,82984,4501
3826,144,27,2018-09-29 09:14:17,51664,4186
3827,120,137,2018-03-14 11:34:19,86708,7718
3828,74,175,2018-05-26 21:30:15,57595,9171
3829,138,12,2018-03-10 11:13:09,67533,1870
3830,60,184,2018-02-24 03:32:08,72409,8039
3831,28,124,2017-11-25 11:45:41,28405,5815
3832,31,173,2017-11-10 16:20:21,84002,2696
3833,185,24,2018-04-11 01:45:29,78363,6745
3834,124,22,2018-04-16 07:46:15,62650,9590
3835,16,56,2018-08-26 03:14:27,38606,6322
3836,159,83,2018-04-30 05:23:26,66427,6065
3837,98,48,2017-08-06 19:20:35,89800,503
3838,10,60,2017-10-04 06:34:02,78853,4341
3839,134,83,2018-01-04 19:27:34,88492,3478
3840,148,40,2018-03-21 00:49:43,42794,4102
3841,14,110,2017-09-16 14:30:29,99718,3653
3842,10,134,2017-08-09 12:19:46,68873,6134
3843,47,160,2017-07-18 03:04:21,22017,7948
3844,114,159,2017-10-22 08:51:19,79296,7836
3845,104,19,2018-06-17 17:17:13,39490,1511
3846,188,126,2017-11-10 07:02:25,21230,6758
3847,83,75,2018-05-11 19:28:44,63107,9940
3848,124,149,2017-06-02 14:29:39,882,3017
3849,115,161,2017-10-22 18:12:40,70272,8596
3850,54,26,2018-08-22 10:54:39,3904,5325
3851,123,143,2017-07-20 16:14:24,40287,2382
3852,190,166,2018-01-09 16:04:35,43335,6573
3853,140,130,2018-07-26 21:16:56,30167,6387
3854,131,80,2017-09-06 23:21:10,1134,5770
3855,11,29,2017-07-20 10:20:40,24172,6593
3856,45,196,2018-03-03 02:26:44,74676,7960
3857,200,148,2018-04-12 12:39:16,852,591
3858,187,161,2018-05-18 08:49:15,43479,572
3859,77,31,2018-07-27 18:58:20,79212,5756
3860,9,148,2018-06-19 15:10:19,98906,6689
3861,61,65,2018-02-16 13:34:32,76963,4227
3862,111,147,2017-08-10 16:11:31,96697,815
3863,139,115,2018-07-26 03:32:47,67818,658
3864,53,54,2018-04-22 12:07:57,84462,5368
3865,79,54,2017-07-18 18:07:52,94485,4149
3866,80,19,2018-08-19 03:10:36,70485,551
3867,151,127,2018-03-28 03:35:18,88914,4030
3868,155,69,2017-07-14 04:44:10,19200,1103
3869,192,174,2017-10-18 03:59:04,28300,7500
3870,178,109,2017-10-29 22:48:49,72966,8373
3871,5,57,2018-09-26 21:21:53,77818,3112
3872,25,51,2017-07-23 09:41:33,70786,4143
3873,33,177,2018-07-24 20:31:15,69653,8591
3874,106,32,2017-12-27 19:27:26,16506,4108
3875,167,93,2018-04-17 17:35:40,10374,9983
3876,190,174,2018-08-07 15:44:10,73044,4064
3877,160,156,2017-08-15 18:32:49,18177,9537
3878,63,98,2017-12-12 14:37:09,81034,9869
3879,143,122,2017-09-12 00:25:09,79329,2253
3880,157,80,2018-01-30 13:09:15,26137,9953
3881,3,124,2018-08-17 08:02:44,28909,2376
3882,21,133,2017-07-26 11:05:41,1914,1538
3883,190,131,2018-01-04 22:39:08,5243,1423
3884,159,67,2018-01-26 14:00:41,71887,4718
3885,98,77,2017-08-24 16:12:22,61087,212
3886,5,19,2018-09-20 06:52:58,8794,49
3887,128,83,2017-09-04 18:27:01,49629,8880
3888,152,171,2018-04-17 07:49:23,54837,9572
3889,169,168,2018-09-25 03:27:32,18619,3832
3890,169,24,2018-02-23 21:18:49,98767,9870
3891,12,150,2017-11-10 23:18:25,51613,8446
3892,8,163,2018-06-20 06:18:13,42800,446
3893,169,47,2018-05-25 21:50:30,84983,3104
3894,179,185,2018-05-08 10:25:55,26192,8990
3895,38,9,2018-07-12 22:22:03,60834,4862
3896,154,20,2017-06-19 09:25:41,1000,5067
3897,90,166,2018-01-18 07:16:59,2554,3633
3898,162,21,2018-04-16 18:45:45,91289,2300
3899,95,178,2018-02-01 21:49:46,46967,9336
3900,112,161,2018-02-20 07:33:51,63033,2355
3901,53,63,2017-12-26 07:53:02,67221,3899
3902,104,89,2018-01-02 11:22:56,86680,3973
3903,124,70,2017-10-03 08:12:50,51529,4352
3904,84,85,2018-04-13 07:15:57,26043,2562
3905,133,84,2017-12-05 19:19:03,50913,6118
3906,65,7,2017-11-08 08:53:48,36318,4664
3907,191,88,2018-03-26 00:42:26,82164,8132
3908,175,162,2017-08-26 07:05:15,62305,2100
3909,126,125,2017-12-09 14:35:06,95591,2047
3910,133,67,2017-07-24 19:31:58,26927,4387
3911,22,158,2018-03-29 07:32:59,33272,494
3912,129,142,2018-03-13 22:34:15,55856,9906
3913,82,175,2017-08-21 08:06:39,21223,4535
3914,41,146,2018-06-15 19:40:34,4451,5290
3915,26,3,2017-07-03 14:42:11,26039,4460
3916,163,82,2017-11-02 14:20:49,87477,9300
3917,66,40,2018-05-21 12:49:11,45902,8673
3918,109,91,2018-08-22 14:28:32,40052,923
3919,164,185,2017-12-30 11:12:09,38776,5962
3920,151,158,2018-09-16 18:21:25,27978,4001
3921,154,98,2017-08-14 22:07:06,53183,734
3922,24,108,2017-07-31 12:45:12,33077,3094
3923,109,25,2017-08-07 03:21:54,62031,9989
3924,177,180,2018-02-28 01:58:01,66592,3738
3925,130,17,2018-06-12 12:54:10,172,7683
3926,100,114,2017-09-08 15:27:20,28424,3249
3927,77,185,2017-12-21 06:30:44,98833,4621
3928,115,195,2017-08-05 18:03:37,11413,9475
3929,123,97,2018-05-01 02:21:08,35457,2868
